弹幕id,弹幕所处位置,弹幕发送时间,弹幕内容,态度,得分
A1150848531872271872,19:53,2022-09-27 20:50:35,哈哈哈，广州路政惊,积极,0.9972794651985168
A1150848520371315456,06:53,2022-09-27 20:50:34,那撞了变形了不是直接gg?,消极,0.9941021800041199
A1150848414599349760,23:03,2022-09-27 20:50:21,发瘟脚,消极,0.9988118410110474
A1150848079793033728,05:00,2022-09-27 20:49:41,特斯拉牌子自研？前面那个,消极,0.530167281627655
A1150847954417031424,12:12,2022-09-27 20:49:27,特斯拉给我腰开麻木过那个座椅啊……,消极,0.8701043128967285
A1150847878483603200,17:01,2022-09-27 20:49:17,企业文化,消极,0.548373818397522
A1150847854919817216,06:45,2022-09-27 20:49:15,唯一的坏处，修车贵，装了底盘直接报废,消极,0.9297544360160828
A1150847841212775936,35:56,2022-09-27 20:49:13,特写，哈哈哈,积极,0.9329694509506226
A1150847798917471232,11:49,2022-09-27 20:49:08,有一种炸死的冲动,消极,0.6017634868621826
A1150847727102758144,03:47,2022-09-27 20:48:59,这个机盖缝隙,消极,0.9722013473510742
A1150847680411586048,22:20,2022-09-27 20:48:54,刚试过et5比特斯拉软不了多少，这样看来还是这车更好点,消极,0.6201692819595337
A1150847652762848512,20:59,2022-09-27 20:48:51,刚才那几个坡看着还可以的，比yyp测得蔚来稍微好一点，比极氪略微差一点,积极,0.9977245926856995
A1150847564959408384,05:01,2022-09-27 20:48:40,产量吃紧又不是只有一台海豹还有王朝系列啊,积极,0.9556478261947632
A1150847473313841408,13:31,2022-09-27 20:48:29,有阅读灯,积极,0.9743528366088867
A1150847451939626240,16:28,2022-09-27 20:48:27,A+？哪个A+后排只有一拳？国内最卷的就是后排空间了好吧，A级车还差不多,消极,0.7983709573745728
A1150847265963968768,15:06,2022-09-27 20:48:04,海豹有遮阳帘。。。,积极,0.8147797584533691
A1150847192521605632,10:05,2022-09-27 20:47:56,元素过多了吧….不过喜欢的人应该也有,积极,0.7582556009292603
A1150847174804991232,13:07,2022-09-27 20:47:54,这档把会不会误触,消极,0.7490496039390564
A1150847130890835456,32:20,2022-09-27 20:47:48,特斯拉的辅助驾驶无敌,积极,0.9907543659210205
A1150847031712305664,04:54,2022-09-27 20:47:37,说比亚迪没有供应商的，太天真了吧。摄像头、雷达都是博世，法雷奥的订单,消极,0.9196192026138306
A1150847023516529664,02:42,2022-09-27 20:47:36,还是特斯拉更好看,积极,0.8826280236244202
A1150847021327172096,20:32,2022-09-27 20:47:35,强棒音速呀，这是,积极,0.9675295352935791
A1150846927022209792,20:36,2022-09-27 20:47:24,卧槽，好稳,积极,0.9966429471969604
A1150846915152576512,03:13,2022-09-27 20:47:23,m3的哨兵是比亚迪车主最渴望的东西,积极,0.9858944416046143
A1150846798190023168,02:54,2022-09-27 20:47:09,简直多旧鱼,消极,0.9996742010116577
A1150846649954768128,02:37,2022-09-27 20:46:51,比亚迪水军告9你阿,消极,0.965129017829895
A1150846529720935680,34:47,2022-09-27 20:46:37,这是故意留出的间隙面差，用以吸收实际装配过程中的误差，数据上做连续，实物做出来未必能对齐,消极,0.9840234518051147
A1150846534460592384,09:04,2022-09-27 20:46:37,但是这个扶手箱前的档把面板，也太廉价了吧...黑色钢琴烤漆受不了,消极,0.9664613604545593
A1150846482250064640,00:09,2022-09-27 20:46:31,讲广东话！,积极,0.9791083931922913
A1150846416139452928,19:46,2022-09-27 20:46:23,广州市政,积极,0.9441786408424377
A1150846398330323968,02:03,2022-09-27 20:46:21,有些人就是瞧不起国产车，特斯拉外形不像macan怎么没人说,消极,0.6778557896614075
A1150846339786028544,09:16,2022-09-27 20:46:14,都不如东南菱帅,消极,0.9893763065338135
A1150846300493989120,10:07,2022-09-27 20:46:09,这个精装修不行啊，太复杂了，还是简陋一点的好，哦，简洁~,消极,0.5861828327178955
A1150846225633901568,30:39,2022-09-27 20:46:00,哈哈哈哈哈哈哈哈哈哈哈哈,积极,0.7042060494422913
A1150846153760218368,19:27,2022-09-27 20:45:52,3系：勿Q,消极,0.9932271838188171
A1150846149163586816,20:03,2022-09-27 20:45:51,高情商：路感清晰,积极,0.8693158626556396
A1150846124173587456,22:13,2022-09-27 20:45:48,所以说承认自己就是买特斯拉就是买个标就完了嘛,积极,0.7856196761131287
A1150846054884107264,35:13,2022-09-27 20:45:40,哈哈哈,积极,0.9115387797355652
A1150845954723918592,20:07,2022-09-27 20:45:28,如果做过农用摩托车和拖拉机一定会认可袁老师的说法，因为真就是这样2333,积极,0.9254137277603149
A1150845955520602112,05:00,2022-09-27 20:45:28,流鼻血都压下去了，很不简单,消极,0.9860164523124695
A1150845887094976256,01:18,2022-09-27 20:45:20,几时出海象？,积极,0.6305776238441467
A1150845761542577664,33:37,2022-09-27 20:45:05,Model B 而已，管我比亚迪什么事？,消极,0.8475774526596069
A1150845720765539840,18:35,2022-09-27 20:45:00,内饰真的好看,积极,0.9950239658355713
A1150845519883824896,09:50,2022-09-27 20:44:36,毛豆3几乎就是毛坯车,消极,0.9997065663337708
A1150845491865907968,02:00,2022-09-27 20:44:33,我36买的比亚迪,积极,0.9826106429100037
A1150845480214103808,00:09,2022-09-27 20:44:32,"还有ET5,反正一样大",积极,0.913007915019989
A1150845474048189952,17:59,2022-09-27 20:44:31,森林人也很小,消极,0.7277289628982544
A1150845479173798656,18:14,2022-09-27 20:44:31,你未装速马力啊，试条铁咩,消极,0.519919753074646
A1150845395665047296,00:16,2022-09-27 20:44:21,依然不能 m3p同价位yyds,消极,0.9823886752128601
A1150845382494973440,03:07,2022-09-27 20:44:20,画蛇添足。太复杂了,消极,0.9972569346427917
A1150845360609079552,00:26,2022-09-27 20:44:17,加左缩马力卡戴珊都干翻,消极,0.9915319085121155
A1150845350400275968,23:58,2022-09-27 20:44:16,化龙科目三路段,积极,0.5592743158340454
A1150845287317929472,17:02,2022-09-27 20:44:09,动作不太对劲啊,消极,0.7213366627693176
A1150845264635119872,01:41,2022-09-27 20:44:06,比亚迪无脑买,消极,0.9992778897285461
A1150845214957866240,34:02,2022-09-27 20:44:00,唔要命啊,消极,0.9701785445213318
A1150845204639945728,02:08,2022-09-27 20:43:59,？？？  你审美不行就不要讲话了okay？,消极,0.9987244009971619
A1150845043595188992,22:03,2022-09-27 20:43:40,Teslun,消极,0.9360514879226685
A1150845028168488448,26:03,2022-09-27 20:43:38,大师兄,积极,0.9569073915481567
A1150844933410914304,02:16,2022-09-27 20:43:26,收音不太好这集,积极,0.5726508498191833
A1150844921532580096,01:05,2022-09-27 20:43:25,海洋王朝,积极,0.6812896728515625
A1150844904193491456,16:22,2022-09-27 20:43:23,哈哈哈,积极,0.9115387797355652
A1150844909109135616,06:28,2022-09-27 20:43:23,你试试撞底盘,消极,0.6738684177398682
A1150844867090463744,08:59,2022-09-27 20:43:18,←不要乱讲，两根下臂是铝的，上A臂是铁的，严谨一些,消极,0.9295886754989624
A1150844858676909312,23:29,2022-09-27 20:43:17,卧槽。。。哈哈,积极,0.9798873662948608
A1150844846530107648,09:44,2022-09-27 20:43:16,换到bba上面就叫豪华，国产车就叫太用力，你们这帮乞丐,消极,0.9442790746688843
A1150844838326064896,02:13,2022-09-27 20:43:15,设计的太复杂了，比亚迪,消极,0.8996394276618958
A1150844790980880384,00:05,2022-09-27 20:43:09,速生告9你,消极,0.8269955515861511
A1150844745430731776,33:45,2022-09-27 20:43:04,三连了,消极,0.9116287231445312
A1150844523023479808,00:16,2022-09-27 20:42:37,不要得，就是逆向开发，抄,消极,0.9878729581832886
A1150844350452956672,27:19,2022-09-27 20:42:17,←谁开这些路会高速通过,消极,0.6877734065055847
A1150844276138370304,03:21,2022-09-27 20:42:08,国内审美还是差了二十年,消极,0.9974886178970337
A1150844197956677376,29:08,2022-09-27 20:41:59,那就等下一款,积极,0.9099956154823303
A1150844171565821952,23:06,2022-09-27 20:41:56,哈哈哈哈哈哈哈,积极,0.7932314276695251
A1150844122484298496,31:05,2022-09-27 20:41:50,还不如无,消极,0.9978052973747253
A1150844033120182016,18:16,2022-09-27 20:41:39,特斯拉辅助驾驶是好，但既然喜欢驾驶，为什么要用辅助呢？,消极,0.9592151641845703
A1150843999817495296,00:00,2022-09-27 20:41:35,我只想知，乐仔能打七速生,积极,0.9161864519119263
A1150843869181962240,16:24,2022-09-27 20:41:20,你看，上面那条横杠多遮阳。后排多宽阔呀！,积极,0.9979897737503052
A1150843587089849856,16:07,2022-09-27 20:40:46,换一台,消极,0.9588457942008972
A1150843423713149952,14:53,2022-09-27 20:40:26,夏天开这车要在车内撑伞防晒了,积极,0.6672039031982422
A1150843360479578368,20:18,2022-09-27 20:40:19,减畜带,消极,0.8258833885192871
A1150843090911909888,09:24,2022-09-27 20:39:47,高情商：用力地表达出来了，低情商：杀马特,消极,0.9964975714683533
A1150842797394355712,07:34,2022-09-27 20:39:12,车企：现在咱都替电池厂打工~,消极,0.5980752110481262
A1150842787965701632,15:04,2022-09-27 20:39:11,很晒的，不像特斯拉。中间有条横杠，很遮阳的,积极,0.7983095645904541
A1150842759436067840,23:09,2022-09-27 20:39:07,哈哈哈哈哈,积极,0.8433493375778198
A1150842662874569472,19:06,2022-09-27 20:38:56,蔚来做的是换电方向，所以有换电结构，底盘很高，车身也很高,积极,0.9962726831436157
A1150842517466506752,16:08,2022-09-27 20:38:38,已被特斯拉加入黑名单,消极,0.9952653646469116
A1150842453839053312,23:20,2022-09-27 20:38:31,确实…比亚迪电的响应都调的肉一些不会很愣,积极,0.7998148202896118
A1150842401955344640,36:06,2022-09-27 20:38:25,说得好,消极,0.6078590154647827
A1150842388273627904,15:08,2022-09-27 20:38:23,特斯拉也是全景天幕，喷吧,消极,0.9964495897293091
A1150842268886841856,34:14,2022-09-27 20:38:09,一出问题又系QC背锅,消极,0.9501976370811462
A1150842125710380032,19:52,2022-09-27 20:37:52,哈哈哈哈哈哈哈,积极,0.7932314276695251
A1150842107767164928,33:55,2022-09-27 20:37:50,QC我不背啊,消极,0.9388458132743835
A1150842090326966784,07:57,2022-09-27 20:37:47,是海炮  不是海盗,消极,0.736928403377533
A1150842010660344576,35:28,2022-09-27 20:37:38,正品,消极,0.8255501985549927
A1150841959456205568,23:07,2022-09-27 20:37:32,哈哈呵呵哈哈哈不停虐待后排,消极,0.5012269020080566
A1150841947418624512,28:27,2022-09-27 20:37:30,比亚迪就算了吧,消极,0.9951633214950562
A1150841801138420224,30:11,2022-09-27 20:37:13,静顺爽,积极,0.9266209006309509
A1150841756175484160,35:00,2022-09-27 20:37:08,哈哈哈哈,积极,0.8734840750694275
A1150841668698688256,33:24,2022-09-27 20:36:57,特斯拉：我没烧过，就是差点搞死了个明星,消极,0.8418331742286682
A1150841557071580416,09:42,2022-09-27 20:36:44,毛豆3有内饰吗？,积极,0.9389232397079468
A1150841424380641024,17:38,2022-09-27 20:36:28,确实极简省了很多钱，但其实雅迪也挺好的，更简，而且跨上就能走哪里都能停,积极,0.9966624975204468
A1150841370827705600,34:05,2022-09-27 20:36:22,QC是quality control吗,积极,0.6502672433853149
A1150841358035080448,09:39,2022-09-27 20:36:20,完全不是奔驰的风格好么,消极,0.9945939183235168
A1150841335771872000,36:00,2022-09-27 20:36:18,我朋友那台就是这样,消极,0.8234648108482361
A1150841288107631104,13:42,2022-09-27 20:36:12,这车音响怎么样？,积极,0.9749211072921753
A1150841213230989056,30:56,2022-09-27 20:36:03,我都理解唔到,消极,0.9789551496505737
A1150841144251442432,04:47,2022-09-27 20:35:55,《 吃 干 抹 净 》,消极,0.7169719338417053
A1150841122172794624,35:35,2022-09-27 20:35:52,哈哈，专业,积极,0.999030351638794
A1150841063821558784,06:32,2022-09-27 20:35:45,保险公司狂喜,积极,0.801831066608429
A1150840990504997120,33:38,2022-09-27 20:35:36,说得好，我是汉车主,积极,0.7228794097900391
A1150840790369953536,34:55,2022-09-27 20:35:13,唐换了老多电池了,消极,0.7690540552139282
A1150840604981332992,16:00,2022-09-27 20:34:50,M3的后排真的不行,消极,0.9989970326423645
A1150840600795305984,12:21,2022-09-27 20:34:50,如果有实体按键就好,积极,0.6356428265571594
A1150840546261079296,01:01,2022-09-27 20:34:43,毛豆3颜值高？,积极,0.9171568155288696
A1150840467777277952,10:57,2022-09-27 20:34:34,有没有可能是小日子比较矮？,积极,0.7444738745689392
A1150840322780131584,33:26,2022-09-27 20:34:17,唐都开始召回了,消极,0.802594780921936
A1150840309165653504,31:40,2022-09-27 20:34:15,要赚钱的嘛,消极,0.9118558764457703
A1150840279377504000,36:04,2022-09-27 20:34:12,没有对手是这样的了,消极,0.8587757349014282
A1150840275862641920,32:24,2022-09-27 20:34:11,正品特斯拉,消极,0.5667755007743835
A1150840220573313536,03:37,2022-09-27 20:34:05,16年发布的了,积极,0.9763736724853516
A1150840226789504000,19:51,2022-09-27 20:34:05,哈哈呵呵哈哈哈,积极,0.9269242882728577
A1150840172817068288,09:47,2022-09-27 20:33:59,我觉得挺好看的…至少视频上质感还不错,积极,0.8777961730957031
A1150840107427726848,16:26,2022-09-27 20:33:51,黄字我也是特斯拉车主我就一直喷自己的车，但是自己一个人开散心解压挺好，所以至今舍不得卖,积极,0.9203643202781677
A1150839921846736128,17:55,2022-09-27 20:33:29,法系车表示你根本没有摸过我,消极,0.9978073239326477
A1150839883636590592,32:44,2022-09-27 20:33:24,可以买个键盘来纱啊,消极,0.6054348945617676
A1150839722105688320,13:16,2022-09-27 20:33:05,指纹收集器,消极,0.8370206952095032
A1150839330617546240,29:12,2022-09-27 20:32:18,华为同款言论,积极,0.7491883635520935
A1150839212933734656,32:49,2022-09-27 20:32:04,海豹中期改款可能？,积极,0.8843262195587158
A1150838993353704960,33:42,2022-09-27 20:31:38,比亚迪烧得比特斯拉多太多了,消极,0.9976546764373779
A1150838939683407104,10:10,2022-09-27 20:31:32,不好意思，笑出声。对不起特斯拉,积极,0.9984708428382874
A1150838874428576256,31:05,2022-09-27 20:31:24,不期待，不想当小白鼠,消极,0.9960252046585083
A1150838732962859520,28:46,2022-09-27 20:31:07,阉割品 下一代,消极,0.8522939682006836
A1150838704626058752,17:16,2022-09-27 20:31:04,比亚迪像李宁的你傻了，李宁那么贵还没有安踏市值高,消极,0.9810689091682434
A1150838674049671680,09:12,2022-09-27 20:31:00,花里胡哨,消极,0.9959090948104858
A1150838491060505600,18:15,2022-09-27 20:30:38,车牌呢,消极,0.8521981239318848
A1150838479056637440,33:00,2022-09-27 20:30:37,问题是日系油车的辅助都比他强啊,积极,0.660356342792511
A1150838429706284544,32:47,2022-09-27 20:30:31,好车就是好车,积极,0.9602915644645691
A1150838421309337088,03:33,2022-09-27 20:30:30,啊？7年吗,消极,0.9470270276069641
A1150838398458745088,09:26,2022-09-27 20:30:27,高情商：用力,消极,0.7898386120796204
A1150838287234048000,28:38,2022-09-27 20:30:14,画蛇,消极,0.9945428371429443
A1150838268343348736,03:52,2022-09-27 20:30:12,m3好幼稚的感觉,消极,0.9893252849578857
A1150838246918690560,34:14,2022-09-27 20:30:09,特死啦坦诚？,消极,0.9829775094985962
A1150838143185161472,20:37,2022-09-27 20:29:57,飞车,积极,0.6507604718208313
A1150838080706483712,33:53,2022-09-27 20:29:49,中肯！投币了投币了,积极,0.9969878792762756
A1150838037782080512,12:51,2022-09-27 20:29:44,音响很拉,消极,0.9986777901649475
A1150837904696941568,13:48,2022-09-27 20:29:29,特斯拉后排就是灾难，不明白的自己去试，下到小孩上到老人，都说不舒服,消极,0.9978269934654236
A1150837846513411584,27:50,2022-09-27 20:29:22,哈哈哈。辅助驾驶换内饰了。自己选择吧,积极,0.993482768535614
A1150837846354129152,27:52,2022-09-27 20:29:22,哈哈哈哈,积极,0.8734840750694275
A1150837789235896576,17:51,2022-09-27 20:29:15,你没开过标致508L吗,积极,0.8431558609008789
A1150837600743866624,28:39,2022-09-27 20:28:52,辅助条铁咩，直情系定速巡航,积极,0.514841616153717
A1150837551645639680,31:37,2022-09-27 20:28:46,换个领克表，卖爆,消极,0.990856409072876
A1150837546134176512,28:28,2022-09-27 20:28:46,现在这风控能力，真的不要依赖任何智能驾驶，哪怕是辅助,积极,0.6486899256706238
A1150837511245931520,02:40,2022-09-27 20:28:42,我也觉得，超好看,积极,0.9129063487052917
A1150837463766633984,12:40,2022-09-27 20:28:36,他卖给外国是英文啊,消极,0.9910916686058044
A1150837466115563776,24:35,2022-09-27 20:28:36,撞墙,消极,0.9846195578575134
A1150837408191957248,28:05,2022-09-27 20:28:29,高情商 保守,消极,0.9486760497093201
A1150837391582455040,24:21,2022-09-27 20:28:27,接化发,消极,0.5280029773712158
A1150837225261764864,02:51,2022-09-27 20:28:07,当前很多国产车的通病就是过度设计...说白了就是画蛇添足....,积极,0.7318794131278992
A1150837169007440384,08:14,2022-09-27 20:28:01,讲粤语吧袁老师，各种嘴瓢,消极,0.9753271341323853
A1150837156181373696,19:56,2022-09-27 20:27:59,114514个石头,消极,0.9947479367256165
A1150837114817123072,12:38,2022-09-27 20:27:54,支持,积极,0.7306941151618958
A1150837111797324032,12:44,2022-09-27 20:27:54,固得 固得,积极,0.5149903297424316
A1150837095607412480,16:01,2022-09-27 20:27:52,卡罗拉后座,积极,0.9350433945655823
A1150837058797988608,04:09,2022-09-27 20:27:48,鲶鱼特斯拉,积极,0.5028599500656128
A1150836972747591680,05:26,2022-09-27 20:27:37,这话他正常嘛？,消极,0.9956229329109192
A1150836744183204096,29:04,2022-09-27 20:27:10,袁叔靠谱！,积极,0.997128427028656
A1150836701686669312,09:44,2022-09-27 20:27:05,笑死，model3的内饰都有人吹？,消极,0.693999171257019
A1150836690605208576,33:17,2022-09-27 20:27:04,几时有精灵,积极,0.6236367225646973
A1150836667175967488,12:41,2022-09-27 20:27:01,比亚迪嘞仔,积极,0.9653520584106445
A1150836600284973824,01:46,2022-09-27 20:26:53,比亚迪终于有辆车看得过去了,积极,0.9841166138648987
A1150836538628644352,32:19,2022-09-27 20:26:46,其实现在影响不大，也没几个人敢真信得过辅助驾驶，有个自适应巡航高速用足够了,积极,0.5680963397026062
A1150836534216365312,12:43,2022-09-27 20:26:45,结果自己的logo是英文是吧,积极,0.5637297034263611
A1150836508564007936,35:43,2022-09-27 20:26:42,那风噪很大啊,消极,0.9953597187995911
A1150836458190707968,01:07,2022-09-27 20:26:36,model3的外观跟内饰简直不是一辆车,消极,0.9965139031410217
A1150836313428465920,35:19,2022-09-27 20:26:19,出场自带事故车,消极,0.9907742142677307
A1150836163322746368,01:43,2022-09-27 20:26:01,收音有点难受？,积极,0.5481549501419067
A1150836027360048384,26:13,2022-09-27 20:25:45,虚标了,消极,0.9977262616157532
A1150836023157346816,14:45,2022-09-27 20:25:44,横梁…,消极,0.5444026589393616
A1150836009441848064,01:26,2022-09-27 20:25:43,回音？,消极,0.9375399947166443
A1150835834958737664,26:15,2022-09-27 20:25:22,全部虚标,消极,0.9991845488548279
A1150835765928894208,08:31,2022-09-27 20:25:14,难怪那么多车评人拍比较视频都是去跑赛道,积极,0.6868110299110413
A1150835764402354176,03:14,2022-09-27 20:25:13,"我也觉得001挺帅的,纯路人视觉看过",积极,0.9860219955444336
A1150835711319044096,16:33,2022-09-27 20:25:07,特斯拉model3真的一般....,消极,0.9983312487602234
A1150835586169335296,16:59,2022-09-27 20:24:52,奇怪的动作,消极,0.9726821184158325
A1150835543027114240,23:27,2022-09-27 20:24:47,哈哈哈哈哈,积极,0.8433493375778198
A1150835505102096896,12:14,2022-09-27 20:24:42,打栋哈哈哈哈粤语,积极,0.9960781931877136
A1150835486227864576,12:05,2022-09-27 20:24:40,特斯拉不是没有座椅通风的问题，是座椅人机工程不行，又硬又难受，开久了腰都要断掉,消极,0.9987418055534363
A1150835432448311040,17:07,2022-09-27 20:24:34,？？？？？？？？,消极,0.9936302304267883
A1150835273727451904,12:46,2022-09-27 20:24:15,支持,积极,0.7306941151618958
A1150835221206369024,24:44,2022-09-27 20:24:09,拉,消极,0.8094844222068787
A1150835196661467136,12:12,2022-09-27 20:24:06,此段无人反驳哈哈哈,积极,0.9776701331138611
A1150835085076057600,24:07,2022-09-27 20:23:52,确实，太对了,消极,0.560020923614502
A1150835066109417728,32:51,2022-09-27 20:23:50,比亚迪其实聪明的，自动驾驶国内企业出一次问题就完蛋了,积极,0.7258100509643555
A1150835058710547456,15:42,2022-09-27 20:23:49,汉 还能换海报吗,消极,0.8213305473327637
A1150834919409402880,24:02,2022-09-27 20:23:33,哈哈哈我考科三的地方，化龙展贸考场,积极,0.9960535764694214
A1150834897573664768,07:25,2022-09-27 20:23:30,充电快才是未来,积极,0.9931835532188416
A1150834724625869824,14:06,2022-09-27 20:23:09,吸头哥？ 系哪个头,积极,0.5851365923881531
A1150834602295021568,21:37,2022-09-27 20:22:55,上四驱,消极,0.5239205360412598
A1150834468840374784,05:03,2022-09-27 20:22:39,比亚迪造显卡,积极,0.8144665360450745
A1150834459126358016,06:09,2022-09-27 20:22:38,少了一个盖板，撞了容易变形漏水啊,消极,0.885751485824585
A1150834192695954944,23:06,2022-09-27 20:22:06,笑死,积极,0.6690276861190796
A1150834089868531968,11:07,2022-09-27 20:21:54,丰田就是low，别学了，学学bmw吧,消极,0.9902940988540649
A1150834087720750336,14:23,2022-09-27 20:21:53,哈哈哈，你急什么,积极,0.9960772395133972
A1150834050660064768,35:31,2022-09-27 20:21:49,企业文化,消极,0.548373818397522
A1150834037708059648,14:52,2022-09-27 20:21:48,秃顶窗,消极,0.9782569408416748
A1150834005537856768,30:31,2022-09-27 20:21:44,[前方高能],积极,0.5292781591415405
A1150833971815711232,35:30,2022-09-27 20:21:40,哈哈哈哈哈哈哈哈,积极,0.7779549956321716
A1150833953444255232,02:08,2022-09-27 20:21:37,那个说二十几万买比亚迪的，你跪好久了？,积极,0.8744569420814514
A1150833926953194752,36:09,2022-09-27 20:21:34,前面未就有个话国产机同苹果分别咯,积极,0.9747629165649414
A1150833868543221760,01:57,2022-09-27 20:21:27,我不懂，为什么会有觉得特斯拉好看的,消极,0.9777287840843201
A1150833835215270656,01:16,2022-09-27 20:21:23,前脸像嘴巴被拧起来了,消极,0.9925219416618347
A1150833797752002816,22:57,2022-09-27 20:21:19,因为特斯拉单踏板叠加刹车,消极,0.9930538535118103
A1150833706500477440,12:19,2022-09-27 20:21:08,普通话水平有待降低,消极,0.7946164011955261
A1150833637588195584,21:38,2022-09-27 20:21:00,赛道快可不只是把底盘做硬就行的,积极,0.9571971893310547
A1150833616482441216,29:11,2022-09-27 20:20:57,下一部和英伟达合作的辅助驾驶,积极,0.9312497973442078
A1150833586392439808,33:35,2022-09-27 20:20:54,比亚迪没特斯拉烧的多？,消极,0.9728310108184814
A1150833587516394240,07:15,2022-09-27 20:20:54,换电没有未来,消极,0.9862430691719055
A1150833571662080512,36:12,2022-09-27 20:20:52,特斯拉贴个国产牌子的标，直接能被喷到倒闭,消极,0.9812120199203491
A1150833576091435520,22:56,2022-09-27 20:20:52,有一点点延迟,积极,0.5229198336601257
A1150833564229782016,28:27,2022-09-27 20:20:51,传统车企的辅助驾驶真的不敢恭维。,消极,0.9789707064628601
A1150833475444728576,09:40,2022-09-27 20:20:40,设计太用力了,消极,0.9813678860664368
A1150833420096745472,19:50,2022-09-27 20:20:34,为什么不是6969块,消极,0.8320228457450867
A1150833311732582912,35:29,2022-09-27 20:20:21,哈哈哈哈,积极,0.8734840750694275
A1150832999693251584,09:46,2022-09-27 20:19:44,特斯拉是毛坯，比亚迪是县城样板房～,积极,0.6729627251625061
A1150833001647979520,14:42,2022-09-27 20:19:44,好晒,积极,0.9253993630409241
A1150833000691581184,05:47,2022-09-27 20:19:44,cup到,消极,0.7191340327262878
A1150832916327171072,20:52,2022-09-27 20:19:34,确实，做过汉地盘真的差点意思,积极,0.8869295716285706
A1150832868319401728,06:31,2022-09-27 20:19:28,本田：我不信比我坚固,积极,0.5817306041717529
A1150832838120327936,22:22,2022-09-27 20:19:25,完了，等车半年起,消极,0.9985696077346802
A1150832784600879104,17:54,2022-09-27 20:19:18,雪铁龙爱丽舍：？？？啥？,消极,0.570681631565094
A1150832758260759040,10:09,2022-09-27 20:19:15,设计用力过猛,消极,0.9790217876434326
A1150832737214002432,28:17,2022-09-27 20:19:12,kiwi大疆版很强的,积极,0.9787465929985046
A1150832707459242240,00:08,2022-09-27 20:19:09,没有et5？,消极,0.7299773693084717
A1150832657932895232,32:18,2022-09-27 20:19:03,哈哈 最好毫米波雷达都别用 省点成本 我不需要辅助驾驶,积极,0.9053791761398315
A1150832584171909376,27:13,2022-09-27 20:18:54,你过坑都是冲要的？,消极,0.9947729706764221
A1150832512013122816,19:57,2022-09-27 20:18:46,石头可爱滴捏,积极,0.9893054962158203
A1150832496527781888,18:57,2022-09-27 20:18:44,此处艾特蔚来et5,积极,0.899215042591095
A1150832429368377856,13:53,2022-09-27 20:18:36,model3后排就是小板凳,消极,0.9660033583641052
A1150832418446404352,24:01,2022-09-27 20:18:34,真的，就这点，很多人包括车评人都没反应过来,消极,0.9965594410896301
A1150832165488269056,20:34,2022-09-27 20:18:04,这波视频和解说配合的不是很好,消极,0.8630589246749878
A1150832153710820864,16:51,2022-09-27 20:18:03,哈哈哈哈,积极,0.8734840750694275
A1150832030196754688,08:29,2022-09-27 20:17:48,好玩，但家人一个都不想坐的性能车……,消极,0.9267593026161194
A1150832017454440704,32:44,2022-09-27 20:17:47,有冇一种可能，还未来得及抱怨就送走左doge,积极,0.7129784822463989
A1150832016187823360,00:09,2022-09-27 20:17:47,好hi中意袁老师的普通话,积极,0.9989156723022461
A1150831888613865216,24:09,2022-09-27 20:17:31,其实就是动能回收的强弱，TSL只能强动能回收,消极,0.5612743496894836
A1150831740731012864,16:04,2022-09-27 20:17:14,赛道车,积极,0.7486982345581055
A1150831661592678912,16:01,2022-09-27 20:17:04,笑死了,积极,0.8705328702926636
A1150831641133182720,03:47,2022-09-27 20:17:02,汉不就跟个棺材一样，好看？,消极,0.991298496723175
A1150831611252951552,03:37,2022-09-27 20:16:58,一转眼都7年了啊,消极,0.9411022663116455
A1150831588897054720,25:25,2022-09-27 20:16:56,特斯拉的能耗主要是依靠强制动能回收的。,消极,0.7614786028862
A1150831582689540608,09:13,2022-09-27 20:16:55,打扰了,消极,0.9638544917106628
A1150831518869041920,25:48,2022-09-27 20:16:47,特斯拉能耗确实厉害，但是也是内饰简配了不少重量,消极,0.9858828186988831
A1150831462707242752,17:57,2022-09-27 20:16:41,简洁风就是趋势,积极,0.9662206768989563
A1150831385347506176,08:03,2022-09-27 20:16:31,没错，就系海盗,消极,0.7339380383491516
A1150831303608926720,20:39,2022-09-27 20:16:22,重复看了几遍，要了好多次,消极,0.6018822193145752
A1150831285531678464,15:20,2022-09-27 20:16:19,好像是的,消极,0.7807961106300354
A1150831182569715968,01:58,2022-09-27 20:16:07,从海洋系列开始真的刮目相看,积极,0.9904329776763916
A1150831123774071808,29:15,2022-09-27 20:16:00,没卵用 我的唐dmp到手第一件事就是把所有辅助驾驶关闭,消极,0.9150010347366333
A1150830943502626304,12:12,2022-09-27 20:15:39,打洞   哈哈哈,积极,0.9958081245422363
A1150830939937731584,31:48,2022-09-27 20:15:38,哦哦，硬件没预留，那不可OTA了,消极,0.9735368490219116
A1150830941867141120,14:07,2022-09-27 20:15:38,哈哈哈~~标准广普~~,积极,0.9922212958335876
A1150830859751166720,05:32,2022-09-27 20:15:29,有点涩,消极,0.5995615124702454
A1150830795452222720,33:41,2022-09-27 20:15:21,唐召回一批了吧,积极,0.8077376484870911
A1150830755421675264,24:11,2022-09-27 20:15:16,对的！关键是要线性而不是很突兀的往前窜。,积极,0.9186012744903564
A1150830754482249216,02:18,2022-09-27 20:15:16,接下来可以看到海豹跑滴滴了,积极,0.8581306338310242
A1150830668314719232,16:39,2022-09-27 20:15:06,谁又代表后生仔了,积极,0.5080937743186951
